,Stance
8159,unrelated
8160,unrelated
8161,unrelated
8162,agree
8163,unrelated
8164,unrelated
8165,unrelated
8166,unrelated
8167,unrelated
8168,discuss
8169,disagree
8170,agree
8171,unrelated
8172,unrelated
8173,agree
8174,unrelated
8175,unrelated
8176,unrelated
8177,unrelated
8178,unrelated
8179,unrelated
8180,unrelated
8181,unrelated
8182,unrelated
8183,unrelated
8184,unrelated
8185,unrelated
8186,unrelated
8187,unrelated
8188,unrelated
8189,agree
8190,unrelated
8191,unrelated
8192,discuss
8193,unrelated
8194,unrelated
8195,unrelated
8196,unrelated
8197,unrelated
8198,unrelated
8199,unrelated
8200,unrelated
8201,discuss
8202,unrelated
8203,unrelated
8204,unrelated
8205,unrelated
8206,unrelated
8207,unrelated
8208,unrelated
8209,unrelated
8210,unrelated
8211,unrelated
8212,unrelated
8213,unrelated
8214,unrelated
8215,unrelated
8216,discuss
8217,discuss
8218,unrelated
8219,unrelated
8220,discuss
8221,unrelated
8222,discuss
8223,discuss
8224,discuss
8225,unrelated
8226,unrelated
8227,unrelated
8228,discuss
8229,unrelated
8230,discuss
8231,unrelated
8232,unrelated
8233,unrelated
8234,unrelated
8235,discuss
8236,discuss
8237,unrelated
8238,unrelated
8239,unrelated
8240,unrelated
8241,unrelated
8242,unrelated
8243,unrelated
8244,unrelated
8245,unrelated
8246,unrelated
8247,unrelated
8248,unrelated
8249,unrelated
8250,unrelated
8251,unrelated
8252,unrelated
8253,discuss
8254,discuss
8255,discuss
8256,discuss
8257,discuss
8258,discuss
8259,unrelated
8260,unrelated
8261,unrelated
8262,unrelated
8263,unrelated
8264,unrelated
8265,unrelated
8266,unrelated
8267,unrelated
8268,unrelated
8269,unrelated
8270,unrelated
8271,unrelated
8272,unrelated
8273,unrelated
8274,unrelated
8275,unrelated
8276,unrelated
8277,unrelated
8278,unrelated
8279,unrelated
8280,unrelated
8281,unrelated
8282,unrelated
8283,unrelated
8284,unrelated
8285,unrelated
8286,unrelated
8287,unrelated
8288,unrelated
8289,unrelated
8290,unrelated
8291,unrelated
8292,unrelated
8293,unrelated
8294,unrelated
8295,unrelated
8296,unrelated
8297,unrelated
8298,unrelated
8299,unrelated
8300,unrelated
8301,unrelated
8302,unrelated
8303,unrelated
8304,unrelated
8305,unrelated
8306,unrelated
8307,unrelated
8308,unrelated
8309,unrelated
8310,unrelated
8311,unrelated
8312,unrelated
8313,unrelated
8314,unrelated
8315,unrelated
8316,unrelated
8317,unrelated
8318,unrelated
8319,unrelated
8320,unrelated
8321,unrelated
8322,unrelated
8323,unrelated
8324,unrelated
8325,unrelated
8326,unrelated
8327,unrelated
8328,unrelated
8329,unrelated
8330,unrelated
8331,unrelated
8332,unrelated
8333,unrelated
8334,unrelated
8335,unrelated
8336,unrelated
8337,unrelated
8338,unrelated
8339,unrelated
8340,unrelated
8341,unrelated
8342,unrelated
8343,unrelated
8344,unrelated
8345,unrelated
8346,unrelated
8347,unrelated
8348,unrelated
8349,unrelated
8350,unrelated
8351,unrelated
8352,unrelated
8353,unrelated
8354,unrelated
8355,unrelated
8356,unrelated
8357,unrelated
8358,unrelated
8359,unrelated
8360,discuss
8361,unrelated
8362,unrelated
8363,unrelated
8364,unrelated
8365,unrelated
8366,unrelated
8367,unrelated
8368,unrelated
8369,unrelated
8370,unrelated
8371,unrelated
8372,unrelated
8373,unrelated
8374,unrelated
8375,unrelated
8376,unrelated
8377,unrelated
8378,unrelated
8379,unrelated
8380,unrelated
8381,unrelated
8382,unrelated
8383,unrelated
8384,unrelated
8385,unrelated
8386,unrelated
8387,unrelated
8388,unrelated
8389,unrelated
8390,unrelated
8391,unrelated
8392,unrelated
8393,unrelated
8394,unrelated
8395,unrelated
8396,unrelated
8397,unrelated
8398,unrelated
8399,unrelated
8400,unrelated
8401,unrelated
8402,unrelated
8403,unrelated
8404,unrelated
8405,unrelated
8406,unrelated
8407,unrelated
8408,unrelated
8409,unrelated
8410,unrelated
8411,unrelated
8412,unrelated
8413,unrelated
8414,unrelated
8415,unrelated
8416,unrelated
8417,unrelated
8418,unrelated
8419,discuss
8420,unrelated
8421,unrelated
8422,unrelated
8423,unrelated
8424,unrelated
8425,unrelated
8426,unrelated
8427,unrelated
8428,unrelated
8429,unrelated
8430,unrelated
8431,unrelated
8432,unrelated
8433,unrelated
8434,agree
8435,unrelated
8436,unrelated
8437,unrelated
8438,unrelated
8439,unrelated
8440,agree
8441,unrelated
8442,agree
8443,unrelated
8444,unrelated
8445,unrelated
8446,unrelated
8447,unrelated
8448,unrelated
8449,unrelated
8450,unrelated
8451,unrelated
8452,unrelated
8453,unrelated
8454,unrelated
8455,unrelated
8456,unrelated
8457,unrelated
8458,unrelated
8459,unrelated
8460,unrelated
8461,unrelated
8462,unrelated
8463,unrelated
8464,unrelated
8465,unrelated
8466,agree
8467,unrelated
8468,unrelated
8469,unrelated
8470,unrelated
8471,unrelated
8472,unrelated
8473,unrelated
8474,unrelated
8475,unrelated
8476,unrelated
8477,unrelated
8478,unrelated
8479,unrelated
8480,unrelated
8481,unrelated
8482,unrelated
8483,unrelated
8484,unrelated
8485,unrelated
8486,unrelated
8487,unrelated
8488,unrelated
8489,unrelated
8490,unrelated
8491,unrelated
8492,unrelated
8493,unrelated
8494,unrelated
8495,unrelated
8496,unrelated
8497,unrelated
8498,unrelated
8499,unrelated
8500,unrelated
8501,unrelated
8502,unrelated
8503,unrelated
8504,unrelated
8505,unrelated
8506,unrelated
8507,unrelated
8508,unrelated
8509,unrelated
8510,unrelated
8511,unrelated
8512,unrelated
8513,unrelated
8514,unrelated
8515,unrelated
8516,unrelated
8517,unrelated
8518,unrelated
8519,unrelated
8520,unrelated
8521,unrelated
8522,unrelated
8523,unrelated
8524,unrelated
8525,unrelated
8526,unrelated
8527,unrelated
8528,unrelated
8529,unrelated
8530,unrelated
8531,unrelated
8532,unrelated
8533,unrelated
8534,unrelated
8535,unrelated
8536,unrelated
8537,unrelated
8538,unrelated
8539,unrelated
8540,unrelated
8541,unrelated
8542,unrelated
8543,unrelated
8544,unrelated
8545,unrelated
8546,unrelated
8547,unrelated
8548,unrelated
8549,unrelated
8550,unrelated
8551,unrelated
8552,unrelated
8553,unrelated
8554,unrelated
8555,unrelated
8556,unrelated
8557,unrelated
8558,unrelated
8559,unrelated
8560,unrelated
8561,unrelated
8562,unrelated
8563,unrelated
8564,unrelated
8565,unrelated
8566,unrelated
8567,unrelated
8568,unrelated
8569,unrelated
8570,unrelated
8571,unrelated
8572,unrelated
8573,unrelated
8574,unrelated
8575,unrelated
8576,unrelated
8577,unrelated
8578,unrelated
8579,unrelated
8580,unrelated
8581,unrelated
8582,unrelated
8583,unrelated
8584,unrelated
8585,unrelated
8586,unrelated
8587,unrelated
8588,unrelated
8589,unrelated
8590,unrelated
8591,unrelated
8592,unrelated
8593,unrelated
8594,unrelated
8595,unrelated
8596,agree
8597,unrelated
8598,unrelated
8599,unrelated
8600,unrelated
8601,unrelated
8602,unrelated
8603,unrelated
8604,unrelated
8605,unrelated
8606,unrelated
8607,unrelated
8608,unrelated
8609,unrelated
8610,unrelated
8611,unrelated
8612,unrelated
8613,unrelated
8614,unrelated
8615,agree
8616,unrelated
8617,unrelated
8618,unrelated
8619,unrelated
8620,unrelated
8621,unrelated
8622,unrelated
8623,unrelated
8624,unrelated
8625,unrelated
8626,unrelated
8627,unrelated
8628,unrelated
8629,unrelated
8630,unrelated
8631,unrelated
8632,unrelated
8633,unrelated
8634,unrelated
8635,unrelated
8636,unrelated
8637,unrelated
8638,unrelated
8639,unrelated
8640,unrelated
8641,unrelated
8642,unrelated
8643,unrelated
8644,unrelated
8645,unrelated
8646,unrelated
8647,unrelated
8648,unrelated
8649,unrelated
8650,unrelated
8651,unrelated
8652,unrelated
8653,unrelated
8654,unrelated
8655,unrelated
8656,unrelated
8657,unrelated
8658,unrelated
8659,unrelated
8660,unrelated
8661,unrelated
8662,unrelated
8663,unrelated
8664,unrelated
8665,unrelated
8666,unrelated
8667,unrelated
8668,unrelated
8669,unrelated
8670,unrelated
8671,unrelated
8672,unrelated
8673,unrelated
8674,unrelated
8675,unrelated
8676,unrelated
8677,unrelated
8678,unrelated
8679,discuss
8680,unrelated
8681,discuss
8682,unrelated
8683,discuss
8684,unrelated
8685,unrelated
8686,discuss
8687,discuss
8688,discuss
8689,discuss
8690,unrelated
8691,unrelated
8692,discuss
8693,unrelated
8694,unrelated
8695,unrelated
8696,agree
8697,unrelated
8698,unrelated
8699,unrelated
8700,unrelated
8701,unrelated
8702,unrelated
8703,agree
8704,unrelated
8705,unrelated
8706,unrelated
8707,unrelated
8708,unrelated
8709,unrelated
8710,unrelated
8711,unrelated
8712,unrelated
8713,unrelated
8714,unrelated
8715,unrelated
8716,unrelated
8717,unrelated
8718,unrelated
8719,unrelated
8720,unrelated
8721,unrelated
8722,unrelated
8723,unrelated
8724,unrelated
8725,unrelated
8726,unrelated
8727,unrelated
8728,unrelated
8729,unrelated
8730,unrelated
8731,unrelated
8732,unrelated
8733,unrelated
8734,unrelated
8735,agree
8736,unrelated
8737,unrelated
8738,unrelated
8739,unrelated
8740,unrelated
8741,unrelated
8742,unrelated
8743,unrelated
8744,unrelated
8745,unrelated
8746,unrelated
8747,unrelated
8748,unrelated
8749,unrelated
8750,unrelated
8751,unrelated
8752,unrelated
8753,unrelated
8754,unrelated
8755,unrelated
8756,unrelated
8757,unrelated
8758,unrelated
8759,unrelated
8760,unrelated
8761,unrelated
8762,unrelated
8763,unrelated
8764,unrelated
8765,unrelated
8766,unrelated
8767,agree
8768,unrelated
8769,unrelated
8770,unrelated
8771,unrelated
8772,agree
8773,unrelated
8774,unrelated
8775,unrelated
8776,unrelated
8777,unrelated
8778,unrelated
8779,unrelated
8780,unrelated
8781,unrelated
8782,unrelated
8783,unrelated
8784,unrelated
8785,discuss
8786,unrelated
8787,unrelated
8788,unrelated
8789,unrelated
8790,unrelated
8791,unrelated
8792,unrelated
8793,discuss
8794,unrelated
8795,unrelated
8796,unrelated
8797,unrelated
8798,unrelated
8799,unrelated
8800,unrelated
8801,unrelated
8802,discuss
8803,unrelated
8804,unrelated
8805,unrelated
8806,unrelated
8807,unrelated
8808,unrelated
8809,unrelated
8810,unrelated
8811,unrelated
8812,unrelated
8813,unrelated
8814,unrelated
8815,discuss
8816,unrelated
8817,discuss
8818,unrelated
8819,unrelated
8820,unrelated
8821,unrelated
8822,unrelated
8823,unrelated
8824,unrelated
8825,discuss
8826,discuss
8827,discuss
8828,discuss
8829,discuss
8830,discuss
8831,discuss
8832,discuss
8833,discuss
8834,discuss
8835,discuss
8836,discuss
8837,discuss
8838,discuss
8839,unrelated
8840,unrelated
8841,unrelated
8842,unrelated
8843,unrelated
8844,unrelated
8845,unrelated
8846,unrelated
8847,unrelated
8848,unrelated
8849,unrelated
8850,unrelated
8851,unrelated
8852,unrelated
8853,unrelated
8854,unrelated
8855,unrelated
8856,unrelated
8857,unrelated
8858,agree
8859,unrelated
8860,unrelated
8861,unrelated
8862,unrelated
8863,unrelated
8864,unrelated
8865,unrelated
8866,unrelated
8867,unrelated
8868,unrelated
8869,unrelated
8870,unrelated
8871,unrelated
8872,unrelated
8873,unrelated
8874,unrelated
8875,unrelated
8876,unrelated
8877,unrelated
8878,unrelated
8879,unrelated
8880,unrelated
8881,unrelated
8882,unrelated
8883,unrelated
8884,agree
8885,unrelated
8886,unrelated
8887,unrelated
8888,unrelated
8889,unrelated
8890,unrelated
8891,unrelated
8892,unrelated
8893,unrelated
8894,unrelated
8895,unrelated
8896,unrelated
8897,unrelated
8898,unrelated
8899,unrelated
8900,unrelated
8901,unrelated
8902,unrelated
8903,unrelated
8904,unrelated
8905,unrelated
8906,unrelated
8907,unrelated
8908,unrelated
8909,unrelated
8910,unrelated
8911,unrelated
8912,unrelated
8913,unrelated
8914,unrelated
8915,unrelated
8916,unrelated
8917,unrelated
8918,unrelated
8919,unrelated
8920,unrelated
8921,unrelated
8922,unrelated
8923,unrelated
8924,unrelated
8925,unrelated
8926,unrelated
8927,unrelated
8928,agree
8929,unrelated
8930,unrelated
8931,unrelated
8932,unrelated
8933,unrelated
8934,unrelated
8935,unrelated
8936,unrelated
8937,unrelated
8938,discuss
8939,discuss
8940,discuss
8941,unrelated
8942,unrelated
8943,unrelated
8944,discuss
8945,unrelated
8946,unrelated
8947,unrelated
8948,discuss
8949,unrelated
8950,discuss
8951,unrelated
8952,unrelated
8953,unrelated
8954,agree
8955,unrelated
8956,unrelated
8957,agree
8958,unrelated
8959,discuss
8960,unrelated
8961,unrelated
8962,unrelated
8963,unrelated
8964,unrelated
8965,unrelated
8966,discuss
8967,discuss
8968,unrelated
8969,unrelated
8970,unrelated
8971,unrelated
8972,unrelated
8973,unrelated
8974,unrelated
8975,unrelated
8976,unrelated
8977,unrelated
8978,unrelated
8979,unrelated
8980,unrelated
8981,discuss
8982,discuss
8983,discuss
8984,discuss
8985,discuss
8986,discuss
8987,agree
8988,agree
8989,agree
8990,unrelated
8991,unrelated
8992,unrelated
8993,unrelated
8994,unrelated
8995,unrelated
8996,unrelated
8997,unrelated
8998,unrelated
8999,unrelated
9000,unrelated
9001,discuss
9002,unrelated
9003,unrelated
9004,unrelated
9005,unrelated
9006,unrelated
9007,unrelated
9008,unrelated
9009,agree
9010,unrelated
9011,unrelated
9012,unrelated
9013,agree
9014,unrelated
9015,unrelated
9016,unrelated
9017,unrelated
9018,unrelated
9019,unrelated
9020,unrelated
9021,unrelated
9022,unrelated
9023,unrelated
9024,unrelated
9025,unrelated
9026,unrelated
9027,discuss
9028,discuss
9029,discuss
9030,unrelated
9031,unrelated
9032,unrelated
9033,unrelated
9034,unrelated
9035,discuss
9036,unrelated
9037,unrelated
9038,unrelated
9039,unrelated
9040,discuss
9041,discuss
9042,unrelated
9043,unrelated
9044,unrelated
9045,unrelated
9046,unrelated
9047,unrelated
9048,unrelated
9049,unrelated
9050,unrelated
9051,unrelated
9052,discuss
9053,unrelated
9054,agree
9055,agree
9056,agree
9057,unrelated
9058,unrelated
9059,unrelated
9060,unrelated
9061,discuss
9062,agree
9063,unrelated
9064,discuss
9065,agree
9066,unrelated
9067,unrelated
9068,unrelated
9069,unrelated
9070,disagree
9071,discuss
9072,disagree
9073,discuss
9074,unrelated
9075,unrelated
9076,unrelated
9077,unrelated
9078,unrelated
9079,unrelated
9080,unrelated
9081,unrelated
9082,unrelated
9083,unrelated
9084,discuss
9085,unrelated
9086,discuss
9087,unrelated
9088,unrelated
9089,unrelated
9090,unrelated
9091,unrelated
9092,discuss
9093,unrelated
9094,unrelated
9095,discuss
9096,unrelated
9097,unrelated
9098,unrelated
9099,unrelated
9100,unrelated
9101,unrelated
9102,unrelated
9103,discuss
9104,discuss
9105,unrelated
9106,unrelated
9107,unrelated
9108,discuss
9109,discuss
9110,unrelated
9111,unrelated
9112,unrelated
9113,unrelated
9114,unrelated
9115,unrelated
9116,unrelated
9117,unrelated
9118,unrelated
9119,unrelated
9120,unrelated
9121,unrelated
9122,unrelated
9123,unrelated
9124,unrelated
9125,unrelated
9126,unrelated
9127,unrelated
9128,unrelated
9129,unrelated
9130,unrelated
9131,unrelated
9132,unrelated
9133,unrelated
9134,unrelated
9135,unrelated
9136,discuss
9137,unrelated
9138,unrelated
9139,unrelated
9140,unrelated
9141,unrelated
9142,unrelated
9143,unrelated
9144,unrelated
9145,unrelated
9146,discuss
9147,unrelated
9148,agree
9149,disagree
9150,disagree
9151,unrelated
9152,unrelated
9153,unrelated
9154,unrelated
9155,unrelated
9156,unrelated
9157,unrelated
9158,unrelated
9159,unrelated
9160,unrelated
9161,unrelated
9162,discuss
9163,unrelated
9164,unrelated
9165,unrelated
9166,unrelated
9167,unrelated
9168,unrelated
9169,unrelated
9170,unrelated
9171,unrelated
9172,unrelated
9173,unrelated
9174,unrelated
9175,discuss
9176,unrelated
9177,unrelated
9178,unrelated
9179,unrelated
9180,unrelated
9181,unrelated
9182,unrelated
9183,unrelated
9184,unrelated
9185,unrelated
9186,unrelated
9187,unrelated
9188,unrelated
9189,unrelated
9190,unrelated
9191,unrelated
9192,unrelated
9193,unrelated
9194,unrelated
9195,unrelated
9196,unrelated
9197,unrelated
9198,unrelated
9199,unrelated
9200,unrelated
9201,unrelated
9202,unrelated
9203,unrelated
9204,unrelated
9205,unrelated
9206,unrelated
9207,discuss
9208,unrelated
9209,unrelated
9210,unrelated
9211,unrelated
9212,unrelated
9213,unrelated
9214,unrelated
9215,unrelated
9216,discuss
9217,unrelated
9218,unrelated
9219,discuss
9220,unrelated
9221,agree
9222,unrelated
9223,unrelated
9224,unrelated
9225,unrelated
9226,unrelated
9227,unrelated
9228,unrelated
9229,unrelated
9230,unrelated
9231,unrelated
9232,unrelated
9233,unrelated
9234,unrelated
9235,unrelated
9236,unrelated
9237,unrelated
9238,unrelated
9239,unrelated
9240,agree
9241,discuss
9242,discuss
9243,discuss
9244,discuss
9245,unrelated
9246,unrelated
9247,unrelated
9248,unrelated
9249,unrelated
9250,unrelated
9251,unrelated
9252,unrelated
9253,unrelated
9254,unrelated
9255,unrelated
9256,unrelated
9257,unrelated
9258,unrelated
9259,unrelated
9260,unrelated
9261,unrelated
9262,unrelated
9263,unrelated
9264,unrelated
9265,unrelated
9266,discuss
9267,unrelated
9268,unrelated
9269,unrelated
9270,discuss
9271,unrelated
9272,unrelated
9273,unrelated
9274,unrelated
9275,unrelated
9276,unrelated
9277,unrelated
9278,unrelated
9279,unrelated
9280,unrelated
9281,unrelated
9282,unrelated
9283,unrelated
9284,unrelated
9285,unrelated
9286,unrelated
9287,unrelated
9288,unrelated
9289,unrelated
9290,unrelated
9291,unrelated
9292,unrelated
9293,unrelated
9294,unrelated
9295,unrelated
9296,unrelated
9297,unrelated
9298,unrelated
9299,unrelated
9300,unrelated
9301,unrelated
9302,unrelated
9303,unrelated
9304,unrelated
9305,unrelated
9306,unrelated
9307,unrelated
9308,unrelated
9309,unrelated
9310,unrelated
9311,unrelated
9312,unrelated
9313,unrelated
9314,unrelated
9315,unrelated
9316,unrelated
9317,discuss
9318,unrelated
9319,unrelated
9320,unrelated
9321,unrelated
9322,unrelated
9323,unrelated
9324,unrelated
9325,unrelated
9326,unrelated
9327,unrelated
9328,unrelated
9329,unrelated
9330,unrelated
9331,unrelated
9332,unrelated
9333,unrelated
9334,unrelated
9335,unrelated
9336,unrelated
9337,unrelated
9338,unrelated
9339,unrelated
9340,unrelated
9341,unrelated
9342,unrelated
9343,unrelated
9344,unrelated
9345,unrelated
9346,discuss
9347,unrelated
9348,unrelated
9349,unrelated
9350,unrelated
9351,unrelated
9352,unrelated
9353,unrelated
9354,unrelated
9355,unrelated
9356,unrelated
9357,unrelated
9358,unrelated
9359,unrelated
9360,unrelated
9361,unrelated
9362,unrelated
9363,unrelated
9364,unrelated
9365,unrelated
9366,unrelated
9367,unrelated
9368,unrelated
9369,unrelated
9370,unrelated
9371,unrelated
9372,unrelated
9373,unrelated
9374,unrelated
9375,unrelated
9376,unrelated
9377,unrelated
9378,unrelated
9379,unrelated
9380,unrelated
9381,unrelated
9382,unrelated
9383,unrelated
9384,unrelated
9385,unrelated
9386,unrelated
9387,unrelated
9388,unrelated
9389,unrelated
9390,unrelated
9391,unrelated
9392,unrelated
9393,unrelated
9394,unrelated
9395,unrelated
9396,unrelated
9397,unrelated
9398,unrelated
9399,unrelated
9400,unrelated
9401,unrelated
9402,unrelated
9403,unrelated
9404,unrelated
9405,unrelated
9406,unrelated
9407,unrelated
9408,unrelated
9409,unrelated
9410,unrelated
9411,unrelated
9412,unrelated
9413,unrelated
9414,unrelated
9415,unrelated
9416,unrelated
9417,unrelated
9418,discuss
9419,unrelated
9420,unrelated
9421,unrelated
9422,unrelated
9423,unrelated
9424,discuss
9425,unrelated
9426,unrelated
9427,unrelated
9428,unrelated
9429,unrelated
9430,unrelated
9431,unrelated
9432,unrelated
9433,unrelated
9434,unrelated
